ranking_response,related_searches,full_path,part_path,page_count,about,deep_links,fresh,infection,pages,totalEstimatedMatches,someResultsRemoved,label
10,7,0,1,1,0,0,0,0,10,43300000,1,0
9,8,0,6,6,0,1,0,0,9,818000,0,0
8,8,0,1,1,0,0,0,0,8,32600000,0,0
8,8,0,1,1,1,1,0,0,8,48000,0,0
8,8,0,2,2,1,0,0,0,7,38200000,0,0
8,8,0,1,1,1,0,0,0,8,9100000,1,0
10,0,0,7,7,2,1,0,0,10,81600,1,0
8,8,0,6,6,1,1,0,0,8,221000,0,0
10,0,0,1,1,0,0,0,0,10,57000,1,0
10,8,0,5,5,3,1,0,0,10,6820000,1,0
10,8,0,2,2,1,0,0,0,10,620000,0,0
10,8,1,1,1,0,1,0,0,10,38800,1,0
10,8,0,5,5,2,1,0,0,10,3210000,0,0
10,0,0,2,2,2,1,0,0,10,6470000,0,0
8,5,1,1,1,1,0,0,0,8,79900,1,0
8,8,0,1,1,1,1,0,0,8,7430000,1,0
10,0,0,6,6,0,0,0,0,10,152000,1,0
10,8,0,1,1,1,0,0,0,10,63700000,0,0
10,2,1,10,10,2,1,0,0,10,88,0,0
10,8,0,4,4,2,2,0,0,10,1100000,0,0
8,8,1,2,2,2,1,0,0,8,2420000,0,0
9,8,0,3,3,1,1,0,0,9,859000,0,0
10,8,0,7,7,2,2,0,0,10,37600000,0,0
8,8,0,4,4,4,1,0,0,8,2310000,0,0
10,8,0,2,2,2,1,0,0,10,14200000,0,0
8,8,0,4,4,2,1,0,0,8,15500000,0,0
8,8,0,1,1,1,1,0,0,8,2510000,0,0
10,0,0,5,5,1,1,0,0,10,61300,1,0
8,2,0,1,1,0,0,0,0,8,334000,0,0
10,8,0,9,9,5,1,0,0,10,131000000,0,0
10,8,0,7,7,5,1,0,0,10,23500000,0,0
9,8,0,3,3,2,1,0,0,9,6960000,1,0
8,8,0,4,4,4,1,0,0,8,37800000,0,0
8,8,0,1,1,1,1,0,0,8,464000,0,0
8,8,0,1,1,1,1,0,0,8,168000,0,0
8,8,0,5,5,2,1,0,0,8,15000000,0,0
10,7,0,3,3,0,0,0,0,10,6030000,1,0
9,8,0,9,9,8,1,0,0,9,11800000,0,0
10,8,0,8,8,1,1,0,0,10,4740000,0,0
10,8,0,7,7,1,0,0,0,10,2980000,1,0
9,8,1,2,2,1,1,0,0,9,2050000,0,0
10,0,0,1,1,1,1,0,0,10,19100,0,0
10,3,0,2,2,0,1,0,0,10,650000,0,0
10,0,2,3,3,0,0,0,0,10,81,0,0
8,8,0,1,1,1,1,0,0,8,11100000,0,0
8,8,0,3,3,1,0,0,0,8,634000,0,0
8,8,0,2,2,1,1,0,0,7,212000000,0,0
8,8,0,1,1,0,1,0,0,7,213000000,0,0
8,8,0,2,2,2,1,0,0,7,213000000,0,0
8,8,0,1,1,1,1,0,0,8,10100000,0,0
9,8,0,2,2,0,1,0,0,9,1870000,0,0
8,8,0,2,2,1,1,0,0,8,3550000,0,0
9,8,0,1,1,1,1,0,0,8,7350000,0,0
8,8,0,1,1,0,1,0,0,7,2820000,0,0
11,8,0,0,0,0,0,0,0,10,32200000,0,0
8,8,2,2,2,1,0,0,0,8,15100000,0,0
8,8,0,2,2,0,0,0,0,8,6620000,0,0
10,8,0,7,7,7,1,0,0,10,10400000,0,0
8,8,0,3,3,3,1,0,0,8,170000000,0,0
10,8,1,1,1,0,1,0,0,10,316000,0,0
10,8,0,1,1,0,1,0,0,10,32900,0,0
8,8,0,5,5,4,1,0,0,8,117000000,0,0
8,8,0,2,2,1,0,0,0,8,4520000,0,0
9,8,0,5,5,2,1,0,0,9,178000000,0,0
8,8,0,6,6,2,0,0,0,8,2240000,0,0
8,8,1,2,2,2,1,0,0,8,74400000,1,0
8,8,1,1,1,1,1,0,0,8,1590000,0,0
9,8,0,5,5,2,1,0,0,9,2280000,0,0
9,8,1,2,2,2,1,0,0,9,1780000,0,0
9,8,1,7,7,2,1,0,0,9,488000000,0,0
8,8,2,3,3,2,1,0,0,8,3710000,0,0
8,8,0,1,1,1,1,0,0,8,152000000,0,0
10,8,0,2,2,2,1,0,0,10,11900000,0,0
8,8,0,7,7,6,1,0,0,8,37400000,0,0
8,8,0,0,0,0,0,0,0,8,1360000,0,0
9,8,0,3,3,1,1,0,0,9,14400000,0,0
8,8,0,5,5,1,1,0,0,7,106000000,0,0
9,8,0,6,6,6,1,0,0,9,11500000,0,0
9,8,0,6,6,2,1,0,0,9,9090000,0,0
10,8,2,2,2,0,1,0,0,10,613000,1,0
8,8,0,3,3,0,0,0,0,8,544000,0,0
8,8,0,4,4,4,0,0,0,8,2410000,1,0
10,8,0,3,3,0,1,0,0,10,657000,0,0
8,8,2,2,2,2,1,0,0,8,3960000,0,0
8,8,0,7,7,4,0,0,0,8,53400000,1,0
10,8,0,3,3,0,1,0,0,10,16900000,0,0
10,8,2,2,2,1,2,0,0,10,169000,1,0
8,8,1,4,4,1,1,0,0,8,12300000,0,0
10,8,0,2,2,0,0,0,0,10,67800,0,0
8,8,0,4,4,1,1,0,0,8,5800000,0,0
8,8,1,5,5,2,0,0,0,8,23900,0,0
10,8,0,4,4,3,1,0,0,10,3110000,0,0
10,8,0,5,5,0,0,0,0,10,16400,1,0
10,8,0,6,6,5,1,0,0,10,3260000,0,0
8,8,0,2,2,2,0,0,0,7,163000000,0,0
8,8,0,1,1,1,1,0,0,8,162000000,0,0
8,0,1,1,1,1,1,0,0,8,10600000,0,0
8,8,0,2,2,1,1,0,0,8,2350000,1,0
9,8,0,4,4,3,1,0,0,9,10200000,0,0
10,8,0,7,7,6,1,0,0,10,4430000,1,0
10,8,0,6,6,4,1,0,0,10,364000,0,0
8,0,0,2,2,0,0,0,0,8,118000,1,0
8,8,0,3,3,1,0,0,0,8,4470000,0,0
10,8,0,5,5,0,1,0,0,10,31100,1,0
8,8,0,4,4,2,1,0,0,8,8240000,0,0
9,8,0,8,8,1,1,0,0,9,6840000,0,0
10,8,0,9,9,1,2,0,0,10,186000,0,0
11,8,0,5,5,1,1,0,0,10,1860000,0,0
8,8,0,2,2,1,1,0,0,8,182000000,0,0
10,7,0,2,2,0,1,0,0,10,128000,1,0
9,8,1,2,2,2,1,0,0,9,2380000,1,0
9,8,1,3,3,1,1,0,0,9,2390000,1,0
10,8,0,0,0,0,0,0,0,10,8390,1,0
10,8,0,5,5,0,0,0,0,10,153000,1,0
3,8,0,3,3,2,1,0,0,3,25500000,0,0
10,0,0,8,8,0,1,0,0,10,133000,0,0
9,8,0,3,3,1,1,0,0,9,6090000,0,0
10,8,2,4,4,1,0,0,0,10,786000,0,0
10,8,0,2,2,1,1,0,0,10,944000,1,0
10,8,1,9,9,0,0,0,0,10,4140000,0,0
10,8,0,3,3,0,0,0,0,10,3910000,0,0
8,8,0,2,2,2,1,0,0,8,122000000,0,0
8,8,0,0,0,0,0,0,0,8,198000000,0,0
9,8,0,2,2,2,1,0,0,9,38900000,0,0
9,8,0,7,7,1,1,0,0,9,732000,0,0
10,8,0,1,1,1,0,0,0,10,337000,1,0
9,0,1,9,9,8,1,0,0,9,1170000,0,0
9,8,0,4,4,1,1,0,0,9,155000000,0,0
9,8,0,5,5,5,1,0,0,9,523000,0,0
8,8,0,2,2,2,1,0,0,8,273000000,0,0
10,8,0,1,1,0,0,0,0,10,1450000,0,0
8,8,0,2,2,2,1,0,0,8,7870000,0,0
10,2,0,4,4,0,1,0,0,10,98,1,0
10,8,0,0,0,0,0,0,0,10,132000,0,0
8,8,0,3,3,2,1,0,0,8,970000,1,0
8,8,0,4,4,4,1,0,0,8,6640000,0,0
9,8,0,1,1,1,1,0,0,9,17000000,0,0
10,8,1,8,8,8,2,0,0,10,81000000,0,0
10,0,0,6,6,2,1,0,0,10,1610000,0,0
8,8,1,8,8,4,1,0,0,8,10300000,0,0
9,8,0,4,4,1,1,0,0,9,89700,0,0
10,8,0,2,2,2,1,0,0,10,15200000,0,0
10,8,0,4,4,2,1,0,0,10,2600000,0,0
9,8,0,5,5,4,1,0,0,9,10700000,0,0
8,8,0,1,1,1,1,0,0,8,6590000,0,0
9,8,0,6,6,2,1,0,0,9,9660000,0,0
8,8,0,2,2,2,1,0,0,8,7350000,0,0
9,8,1,8,8,0,1,0,0,9,555000,0,0
9,8,0,3,3,1,1,0,0,9,3140000,0,0
10,8,0,0,0,0,0,0,0,10,347000,0,0
10,8,0,2,2,1,2,0,0,10,16300,0,0
10,8,0,5,5,4,1,0,0,10,121000000,0,0
9,0,1,7,7,2,1,0,0,9,136000000,0,0
8,8,0,2,2,2,1,0,0,8,6920000,0,0
9,8,0,1,1,1,1,0,0,9,20400000,0,0
10,8,0,2,2,1,1,0,0,10,220000000,0,0
8,8,0,5,5,5,1,0,0,8,2120000,1,0
10,3,0,10,10,0,2,0,0,10,777000,1,0
8,8,0,2,2,1,1,0,0,8,4040000,0,0
10,8,0,2,2,0,2,0,0,10,88700,1,0
10,5,1,5,5,0,0,0,0,10,30900,0,0
9,8,0,5,5,4,1,0,0,9,5280000,0,0
10,0,0,5,5,1,2,0,0,10,223000,1,0
10,8,2,2,2,1,2,0,0,10,97,0,0
10,8,0,0,0,0,0,0,0,10,27300,0,0
9,8,0,6,6,5,1,0,0,9,34300000,0,0
10,8,0,4,4,1,1,0,0,10,23800000,0,0
9,8,0,5,5,3,1,0,0,9,2600000,0,0
10,8,0,0,0,0,0,0,0,10,5260000,0,0
8,8,0,1,1,1,1,0,0,8,14900000,0,0
10,5,0,10,10,0,1,0,0,10,11600000,0,0
10,8,0,4,4,2,1,0,0,10,18000000,1,0
10,8,0,5,5,5,1,0,0,10,112000000,0,0
8,8,0,1,1,1,1,0,0,8,308000,0,0
10,4,0,4,4,0,0,0,0,10,1050000,1,0
10,8,1,1,1,0,0,0,0,10,62000,0,0
8,8,2,3,3,1,1,0,0,8,470000,1,0
8,8,2,2,2,1,1,0,0,8,1320000,0,0
8,8,0,5,5,2,1,0,0,8,736000,0,0
10,0,1,1,1,0,0,0,0,10,2000,0,0
8,8,2,2,2,2,0,0,0,8,337000,1,0
8,8,0,7,7,2,1,0,0,8,1580000,0,0
8,8,0,2,2,2,1,0,0,7,76800000,0,0
9,8,0,2,2,2,1,0,0,9,5840000,0,0
9,8,0,5,5,5,1,0,0,9,6910000,0,0
10,8,0,1,1,0,1,0,0,10,463000,1,0
9,8,0,8,8,8,1,0,0,9,18300000,0,0
9,8,0,1,1,1,1,0,0,9,4250000,0,0
8,8,0,4,4,1,1,0,0,8,1860000,0,0
10,8,0,0,0,0,0,0,0,10,11700000,0,0
8,8,0,3,3,3,1,0,0,8,2800000,0,0
10,8,1,4,4,0,0,0,0,10,80000,1,0
10,3,0,9,9,1,2,0,0,10,2360000,0,0
8,8,0,2,2,0,1,0,1,8,1410000,0,0
8,8,1,1,1,1,1,0,0,8,1990000,0,0
10,8,0,1,1,0,1,0,0,10,768000,0,0
8,8,0,1,1,1,1,0,0,7,4230000,0,0
8,8,0,1,1,1,1,0,0,8,339000000,0,0
9,8,1,1,1,0,0,0,0,8,2490000,0,0
9,8,0,8,8,4,1,0,0,9,16000000,0,0
10,0,0,2,2,0,0,0,0,10,75,1,0
9,8,0,4,4,1,1,0,0,9,16500000,0,0
10,8,0,1,1,0,1,0,0,10,324000,1,0
8,8,0,4,4,3,1,0,0,8,154000000,0,0
8,8,0,6,6,5,1,0,0,7,123000000,0,0
10,8,1,3,3,1,0,0,0,10,6300000,0,0
10,8,0,5,5,3,1,0,0,10,2290000,0,0
8,8,0,6,6,6,1,0,0,8,14000000,0,0
8,8,0,5,5,1,1,0,0,8,3610000,0,0
8,8,0,1,1,1,1,0,0,8,118000000,0,0
8,8,0,2,2,1,1,0,0,8,1910000,1,0
10,8,0,0,0,0,0,0,0,10,61100,0,0
8,4,0,0,0,0,0,0,0,8,28900,0,0
9,8,1,2,2,1,1,0,0,9,769000,0,0
8,8,0,4,4,3,1,0,0,8,11600000,0,0
10,8,1,7,7,2,1,0,0,9,1070000,0,0
10,8,0,3,3,1,1,0,0,9,179000000,0,0
8,8,0,3,3,1,0,0,0,7,81800000,0,0
8,8,2,3,3,1,0,0,0,8,91900,0,0
10,8,0,4,4,1,1,0,0,10,1150000,0,0
8,8,0,5,5,0,1,0,0,8,23100000,0,0
8,8,0,6,6,2,0,0,0,8,6000000,0,0
10,0,0,0,0,0,0,0,0,10,3250,0,0
8,7,1,2,2,1,0,0,0,8,53000,0,0
8,8,0,5,5,3,1,0,0,8,1790000,0,0
10,0,0,8,8,0,1,0,0,10,902000,0,0
10,8,0,9,9,3,1,0,0,10,91,1,0
10,8,0,1,1,0,0,0,0,10,1190000,0,0
10,8,0,0,0,0,0,0,0,10,34100,0,0
10,7,1,1,1,0,0,0,1,10,7220,1,0
10,0,0,3,3,0,1,0,0,10,245000,1,0
10,8,0,8,8,1,2,0,0,10,1770000,1,0
9,8,1,2,2,1,1,0,1,9,4770000,1,0
8,2,0,1,1,0,0,0,0,8,161000,1,0
9,3,0,5,5,0,1,0,0,9,272000,1,0
9,8,0,2,2,2,1,0,0,9,26500000,0,0
8,8,1,1,1,1,1,0,0,8,10100000,0,0
10,8,0,2,2,0,1,0,0,10,2330000,0,0
8,8,1,1,1,1,1,0,0,8,2390000,0,0
9,8,0,9,9,8,1,0,0,9,2570000,0,0
10,8,2,2,2,0,0,0,0,10,40600,1,0
8,0,1,2,2,0,1,0,0,8,6930000,0,0
9,8,0,2,2,2,1,0,0,8,243000000,1,0
9,8,0,1,1,1,1,0,0,8,3340000,1,0
10,8,0,9,9,3,1,0,0,10,9220000,0,0
8,8,0,3,3,1,1,0,0,8,2170000,0,0
9,8,0,3,3,2,1,0,0,8,154000000,0,0
10,8,0,2,2,2,1,0,0,9,154000000,0,0
9,8,0,2,2,2,1,0,0,9,154000000,0,0
9,8,0,3,3,1,1,0,0,9,9360000,0,0
8,8,0,4,4,1,1,0,0,8,867000,0,0
8,8,0,2,2,1,1,0,0,8,1530000,0,0
10,8,0,6,6,4,0,0,0,10,92700,1,0
8,8,2,2,2,1,1,0,0,8,236000,0,0
10,8,0,2,2,0,0,0,0,10,211000,0,0
10,8,0,1,1,1,1,0,0,10,10100000,0,0
8,8,2,2,2,0,0,0,0,8,633000,0,0
10,8,2,3,3,2,1,0,0,10,362000,1,0
8,8,0,2,2,1,1,0,0,8,1080000,0,0
10,0,0,2,2,2,1,0,0,10,65,1,0
10,6,0,1,1,1,1,0,0,10,267000,0,0
8,8,0,1,1,1,1,0,0,8,1830000,0,0
8,8,1,4,4,2,1,0,0,8,4230000,0,0
9,8,0,5,5,2,1,0,0,9,10300000,1,0
9,8,0,5,5,1,1,0,0,9,1730000,0,0
8,8,0,5,5,3,1,0,0,8,7570000,0,0
8,8,0,4,4,2,1,0,0,8,402000,0,0
10,8,2,5,5,2,1,0,1,10,1910000,0,0
8,8,1,7,7,3,1,0,0,8,678000,0,0
8,8,0,4,4,2,1,0,0,8,2290000,0,0
9,0,0,1,1,1,1,0,0,9,1810000,0,0
8,8,0,1,1,1,1,0,0,8,140000,1,0
8,8,0,5,5,3,1,0,0,8,48800000,0,0
8,8,0,3,3,3,1,0,0,8,867000,0,0
10,0,0,0,0,0,0,0,1,10,933,0,0
8,8,0,2,2,2,1,0,0,8,31800000,0,0
10,3,0,7,7,0,1,0,0,10,192000,0,0
9,8,1,8,8,4,1,0,0,9,7400000,0,0
10,8,0,1,1,1,1,0,0,10,11700000,1,0
9,8,1,1,1,1,1,0,0,9,6510000,0,0
10,3,0,0,0,0,0,0,0,10,13400,1,0
10,0,1,1,1,0,0,0,0,10,204000,0,0
10,8,0,2,2,2,2,0,0,10,1860000,0,0
10,0,0,1,1,0,0,0,0,10,79100,0,0
9,8,0,1,1,1,1,0,0,9,23500000,0,0
9,8,0,1,1,1,1,0,0,8,169000000,0,0
8,0,1,1,1,0,1,0,0,8,13100000,0,0
10,0,0,0,0,0,0,0,0,10,32,0,0
8,8,0,8,8,2,1,0,0,8,322000000,0,0
10,8,1,1,1,0,1,0,0,10,5810,0,0
9,8,0,1,1,1,1,0,0,9,1620000,0,0
8,7,2,2,2,0,1,0,0,8,38100,0,0
10,8,1,1,1,0,0,0,0,10,567000,0,0
8,0,2,5,5,2,1,0,1,8,74200000,0,0
9,8,0,6,6,5,1,0,0,8,29900000,0,0
10,8,0,1,1,1,1,0,0,10,4810000,1,0
10,0,0,2,2,1,0,0,0,10,1420,1,0
9,8,0,6,6,6,1,0,0,9,23600000,1,0
8,8,1,2,2,2,1,0,0,8,4500000,0,0
10,8,0,9,9,1,1,0,0,10,12300000,0,0
9,8,0,0,0,0,0,0,0,9,70800000,0,0
8,8,1,2,2,0,1,0,0,8,1220000,0,0
9,8,0,2,2,2,1,0,0,9,1860000,1,0
10,8,1,2,2,2,1,0,0,10,2620000,0,0
9,8,0,5,5,1,1,0,0,9,1590000,0,0
8,8,0,2,2,2,1,0,0,8,53700000,1,0
9,8,0,5,5,5,1,0,0,9,12600000,0,0
8,8,0,2,2,1,1,0,0,8,113000,0,0
10,8,1,5,5,0,0,0,0,10,23900,1,0
8,8,0,2,2,2,1,0,0,8,26000000,0,0
10,8,0,0,0,0,0,0,0,10,171000000,1,0
9,8,0,3,3,2,1,0,0,9,7870000,0,0
10,8,0,8,8,2,1,0,0,10,35200000,0,0
9,8,0,1,1,0,1,0,0,9,1520000,1,0
9,8,0,7,7,6,1,0,0,9,2230000,0,0
8,8,0,2,2,0,1,0,0,8,12900000,0,0
10,8,0,10,10,9,1,0,0,10,1480000,0,0
10,8,0,8,8,0,1,0,0,10,8970000,0,0
10,7,0,9,9,0,1,0,0,10,1440000,0,0
9,8,0,2,2,1,1,0,0,9,7570000,0,0
8,8,0,1,1,1,1,0,0,8,243000,0,0
9,8,0,9,9,9,1,0,0,9,2120000,0,0
8,8,0,6,6,0,1,0,0,8,95,0,0
8,8,2,2,2,1,1,0,0,8,26400000,0,0
9,8,1,2,2,1,1,0,0,9,544000,1,0
9,8,1,1,1,1,1,0,0,9,1200000,0,0
9,8,1,3,3,1,1,0,0,9,7160000,0,0
8,8,0,3,3,0,0,0,0,8,578000,0,0
9,8,1,5,5,5,1,0,0,9,41200000,0,0
8,8,0,1,1,1,1,0,0,8,272000,1,0
9,8,1,2,2,2,1,0,0,9,7720000,0,0
9,8,0,2,2,0,1,0,0,9,40600000,0,0
9,8,0,9,9,4,1,0,0,9,15700000,0,0
10,8,0,2,2,2,2,0,0,10,1580000,1,0
9,8,0,8,8,6,1,0,0,9,2210000,0,0
10,8,0,10,10,3,2,0,0,10,389000,0,0
8,8,0,5,5,2,1,0,0,8,11100000,0,0
10,8,1,1,1,1,1,0,0,10,628000000,0,0
8,8,0,2,2,2,1,0,0,8,111000000,0,0
10,8,0,9,9,8,1,0,0,10,19200000,0,0
10,3,0,10,10,1,1,0,0,10,385000,0,0
9,8,0,9,9,1,1,0,0,9,3010000,0,0
8,8,0,1,1,1,1,0,0,8,12300000,0,0
8,8,0,3,3,2,1,0,0,8,2190000,0,0
8,8,0,2,2,2,1,0,0,7,15200000,0,0
8,8,0,1,1,1,1,0,0,8,284000,0,0
8,8,0,1,1,1,1,0,0,7,14900000,0,0
9,8,0,2,2,1,1,0,0,9,3410000,0,0
8,8,0,1,1,1,1,0,0,7,2510000,0,0
8,8,0,2,2,2,1,0,0,8,38700000,0,0
8,8,0,2,2,2,1,0,0,8,13500000,0,0
9,8,0,3,3,1,1,0,0,9,6670000,0,0
8,8,0,2,2,1,0,0,0,8,1450000,0,0
11,8,0,1,1,1,1,0,0,10,646000000,0,0
8,8,0,1,1,1,1,0,0,8,646000000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
8,8,0,1,1,1,1,0,0,8,646000000,0,0
8,8,0,1,1,1,1,0,0,7,645000000,0,0
10,8,0,3,3,2,1,0,0,10,3560000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
8,7,0,2,2,1,1,0,0,7,646000000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
8,8,0,3,3,2,1,0,0,8,433000,0,0
11,8,0,1,1,1,1,0,0,10,646000000,0,0
8,8,0,3,3,2,1,0,0,8,9280000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
9,8,0,1,1,1,1,0,0,8,645000000,0,0
11,8,0,1,1,0,0,0,0,10,645000000,0,0
8,8,0,3,3,1,1,0,0,8,772000,0,0
8,8,0,4,4,2,1,0,0,8,805000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
11,8,0,2,2,1,1,0,0,10,615000000,0,0
8,8,0,1,1,1,1,0,0,7,645000000,0,0
9,8,0,8,8,8,1,0,1,8,660000000,0,0
11,8,0,1,1,1,1,0,0,10,646000000,0,0
11,8,0,2,2,1,1,0,0,10,646000000,0,0
8,8,0,1,1,1,1,0,0,8,20800000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
9,8,0,3,3,2,1,0,0,9,875000,0,0
11,8,0,1,1,1,1,0,0,10,646000000,0,0
8,8,0,2,2,2,1,0,0,8,35200000,0,0
11,8,0,2,2,1,1,0,0,10,645000000,0,0
8,8,0,1,1,1,1,0,0,7,646000000,0,0
8,8,0,2,2,1,1,0,0,8,4020000,0,0
8,8,0,1,1,1,1,0,0,7,645000000,0,0
8,8,0,2,2,1,1,0,0,7,646000000,0,0
8,8,0,1,1,1,0,0,0,7,646000000,0,0
9,8,0,3,3,1,1,0,0,9,5870000,0,0
8,8,0,1,1,1,1,0,0,8,26200000,0,0
9,8,0,2,2,1,1,0,0,9,11100000,0,0
9,8,0,1,1,1,1,0,0,9,590000,0,0
8,8,0,2,2,1,1,0,0,8,14000000,0,0
10,8,0,2,2,2,1,0,0,10,9900000,0,0
9,8,0,1,1,1,1,0,0,9,13600000,0,0
8,8,0,3,3,2,1,0,0,8,5350000,1,0
8,8,0,2,2,1,1,0,0,8,2560000,0,0
8,8,0,3,3,2,1,0,0,8,4500000,0,0
8,8,0,1,1,1,1,0,0,8,9470000,0,0
8,8,0,2,2,1,1,0,0,8,78600,0,0
8,8,0,2,2,2,1,0,0,8,14300000,0,0
8,8,0,2,2,1,1,0,0,8,87900,0,0
8,8,0,3,3,2,1,0,0,8,900000,0,0
8,8,0,3,3,1,1,0,0,8,2160000,0,0
8,8,0,1,1,1,1,0,0,8,14100000,0,0
8,8,0,2,2,1,1,0,0,7,9040000,0,0
8,8,0,2,2,1,1,0,0,8,11900000,0,0
9,8,0,2,2,1,1,0,0,9,11500000,0,0
8,8,0,1,1,1,1,0,0,8,5260000,0,0
8,8,0,4,4,2,1,0,1,8,1200000,0,0
8,8,0,2,2,2,1,0,0,8,4610000,0,0
8,8,0,1,1,1,1,0,0,8,12900000,0,0
9,8,0,3,3,2,1,0,0,9,3020000,0,0
8,8,0,3,3,2,1,0,0,8,192000,0,0
10,8,0,3,3,0,0,0,1,10,1890000,0,0
8,8,1,1,1,1,0,0,0,8,2520000,0,0
8,3,0,2,2,0,0,0,0,8,223000,0,0
9,0,0,1,1,0,1,0,0,9,1690000,0,0
9,8,0,2,2,2,1,0,0,9,2270000,0,0
8,8,0,0,0,0,0,0,0,8,54600,1,0
10,6,0,1,1,1,0,0,0,10,15100,0,0
8,8,0,1,1,1,1,0,0,8,63600000,0,0
9,8,0,3,3,0,1,0,0,9,2590000,0,0
10,8,0,1,1,0,1,0,0,10,2540000,0,0
9,8,2,2,2,1,1,0,0,9,490000,0,0
8,8,0,2,2,0,1,0,0,8,257000,0,0
8,8,0,5,5,4,0,0,0,8,6850000,0,0
10,8,0,7,7,7,2,0,0,10,13900000,0,0
10,2,0,8,8,2,0,0,0,10,2350000,0,0
10,8,1,9,9,1,1,0,0,10,1700000,0,0
10,0,0,3,3,0,2,0,0,10,1480000,0,0
9,8,0,5,5,3,1,0,0,9,3580000,0,0
9,0,0,1,1,0,1,0,0,9,1250000,0,0
9,8,0,1,1,1,1,0,0,9,3650000,0,0
8,8,1,1,1,1,1,0,0,8,133000000,0,0
9,8,0,5,5,5,1,0,0,9,1440000,0,0
10,8,0,1,1,0,1,0,0,10,233000,0,0
9,8,0,3,3,0,1,0,0,9,518000,0,0
8,8,1,4,4,1,0,0,0,8,252000,0,0
8,8,0,6,6,3,1,0,0,8,39100000,0,0
10,8,0,5,5,4,1,0,0,10,16900000,0,0
8,8,0,4,4,4,1,0,0,8,9220000,0,0
8,8,0,6,6,6,1,0,0,7,198000000,0,0
9,0,1,1,1,0,1,0,0,9,310000,0,0
9,8,0,1,1,1,1,0,0,9,1000000,0,0
9,8,0,4,4,2,1,0,0,9,3610000,0,0
8,8,1,8,8,7,1,0,0,8,252000000,0,0
10,6,1,3,3,1,1,0,0,10,4250000,0,0
10,8,0,9,9,1,1,0,0,10,2190000,1,0
9,8,0,7,7,6,1,0,0,9,20700000,0,0
10,8,0,4,4,4,1,0,0,10,3350000,0,0
9,8,0,1,1,1,1,0,0,9,9750000,1,0
10,8,0,1,1,1,1,0,0,10,16400000,0,0
9,8,0,4,4,4,1,0,0,9,1300000,0,0
9,8,0,2,2,0,1,0,0,9,1020000,0,0
8,8,0,2,2,2,1,0,0,8,42000000,0,0
8,8,0,1,1,1,1,0,0,8,321000,0,0
9,8,1,4,4,4,1,0,0,9,4060000,0,0
8,8,0,2,2,2,0,0,0,8,36000000,1,0
8,8,0,4,4,1,0,0,0,8,107000,0,0
8,8,0,6,6,5,1,0,1,7,12600000,0,0
10,8,0,8,8,0,1,0,0,10,5290000,0,0
8,8,0,6,6,6,1,0,0,7,16600000,0,0
8,8,0,4,4,1,0,0,0,8,39800,0,0
8,8,0,4,4,2,1,0,0,8,70200000,0,0
8,8,0,2,2,0,1,0,0,8,446000,1,0
8,8,0,2,2,2,1,0,0,8,67000000,0,0
8,8,1,2,2,1,1,0,0,8,199000000,0,0
10,8,1,2,2,1,1,0,0,10,1000000,0,0
9,8,0,8,8,7,1,0,0,9,112000000,0,0
8,8,0,2,2,1,1,0,0,7,131000000,0,0
8,8,0,4,4,1,1,0,0,8,1930000,1,0
9,8,1,3,3,3,1,0,0,9,1700000,0,0
10,8,0,4,4,4,1,0,0,10,7670000,0,0
10,8,2,3,3,0,1,0,0,10,164000,0,0
8,8,0,3,3,0,1,0,0,8,385000,1,0
10,0,2,3,3,0,2,0,0,10,29900,0,0
8,8,1,1,1,1,0,0,0,8,635000,0,0
8,8,0,3,3,3,1,0,0,7,754000000,0,0
10,8,0,10,10,3,1,0,0,10,1180000,0,0
10,8,0,3,3,3,1,0,0,10,49000000,0,0
9,8,0,4,4,1,1,0,0,9,3450000,0,0
10,8,0,2,2,0,0,0,0,10,233000,0,0
9,8,0,6,6,6,1,0,0,9,6050000,0,0
8,8,0,8,8,7,1,0,0,8,31300000,1,0
10,8,0,2,2,1,1,0,0,10,6510000,1,0
8,8,0,6,6,2,1,0,0,8,7880000,1,0
8,8,0,2,2,2,1,0,0,8,1140000,1,0
8,8,1,3,3,3,1,0,0,8,5680000,1,0
8,8,0,1,1,1,1,0,0,8,4150000,0,0
10,4,0,3,3,0,0,0,0,10,56700,0,0
10,8,0,7,7,3,1,0,0,10,1550000,0,0
8,8,0,4,4,1,0,0,0,7,55700000,0,0
10,0,0,0,0,0,0,0,0,10,4940,1,1
10,0,0,7,7,0,1,0,0,10,2110000,0,0
9,6,0,1,1,1,1,0,0,9,814000,0,0
10,8,0,4,4,1,2,0,0,10,42,0,0
10,0,1,4,4,0,1,0,0,10,716000,1,0
10,5,0,4,4,0,1,0,0,10,2250000,0,0
9,8,0,4,4,3,1,0,1,9,6950000,0,0
8,8,0,2,2,1,0,0,0,8,1670000,0,0
9,8,0,5,5,3,1,0,0,9,20100000,0,0
10,0,0,9,9,1,1,0,0,10,46700,1,0
9,8,1,6,6,3,1,0,0,9,12700000,0,0
